,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,PowerConsumption
31561,25.83,90.2,4.908,0.073,31088.65705
31562,25.77,90.5,4.911,0.132,30941.62042
31563,25.8,90.5,4.909,0.08,30711.47614
31564,25.73,90.7,4.911,0.102,30526.08213
31565,25.65,90.8,4.909,0.077,29861.22087
31566,25.62,91.2,4.909,0.102,28518.71254
31567,25.68,91.2,4.908,0.062,27342.41953
31568,25.63,91.3,4.91,0.088,26651.98668
31569,25.68,91.5,4.906,0.073,25904.01776
31570,25.67,91.6,4.91,0.099,25750.58824
31571,25.63,91.8,4.906,0.055,25840.08879
31572,25.61,92.0,4.91,0.099,26249.23418
31573,25.56,92.2,4.915,0.179,26773.45172
31574,25.5,92.5,4.913,0.486,26952.45283
31575,25.52,92.7,4.911,1.502,27099.48946
31576,25.48,92.9,4.906,4.72,27336.02664
31577,25.59,92.9,4.909,11.05,27674.85017
31578,25.64,92.8,4.911,18.81,28339.71143
31579,25.66,92.7,4.908,24.94,30398.2242
31580,25.68,92.6,4.908,25.52,30922.44173
31581,25.68,92.5,4.907,34.91,31005.54939
31582,25.61,92.5,4.908,47.16,30487.72475
31583,25.6,92.4,4.907,56.9,31759.91121
31584,25.59,92.3,4.909,70.2,32194.62819
31585,25.65,92.2,4.906,85.7,32514.27303
31586,25.73,92.0,4.908,105.1,33383.70699
31587,25.76,91.8,4.908,116.8,33914.31743
31588,25.91,91.6,4.907,142.6,35026.68147
31589,25.99,91.0,4.908,162.8,35902.50832
31590,26.13,90.4,4.91,177.1,36286.08213
31591,26.28,89.8,4.911,196.2,36803.90677
31592,26.46,88.9,4.907,210.7,37705.30522
31593,26.54,87.7,4.911,218.0,38095.27192
31594,26.72,86.8,4.912,233.7,39316.31521
31595,26.8,86.1,4.909,244.3,39591.20977
31596,26.92,85.2,4.91,297.0,39955.60488
31597,27.07,83.8,4.911,352.9,40422.28635
31598,27.18,83.4,4.908,359.0,41074.36182
31599,27.21,83.9,4.908,525.1,41489.90011
31600,27.26,83.6,4.907,510.5,42129.18979
31601,27.29,82.8,4.908,450.0,42474.40622
31602,27.44,83.0,4.908,458.9,42608.65705
31603,27.51,82.8,4.91,331.4,42666.19312
31604,27.47,81.2,4.909,430.8,42941.08768
31605,27.7,80.0,4.906,724.0,43120.08879
31606,28.08,79.3,4.91,749.0,43356.62597
31607,28.19,78.0,4.909,701.0,43669.87791
31608,28.17,78.6,4.906,642.8,43580.37736
31609,28.2,78.3,4.906,799.0,43503.6626
31610,28.38,76.5,4.908,717.0,43573.98446
31611,28.57,75.3,4.907,586.8,43426.94784
31612,28.63,74.5,4.907,639.2,43420.55494
31613,28.63,73.9,4.905,651.3,43209.58935
31614,28.75,73.6,4.902,466.1,43439.73363
31615,28.67,74.0,4.902,538.8,43637.91343
31616,28.78,74.1,4.903,864.0,43701.8424
31617,28.79,72.9,4.903,535.2,43842.48613
31618,28.92,72.9,4.905,499.0,43810.52164
31619,28.99,73.3,4.906,700.0,43663.48502
31620,29.18,72.1,4.904,817.0,43343.84018
31621,29.49,69.79,4.904,564.9,43356.62597
31622,29.23,70.6,4.905,754.0,43394.98335
31623,29.15,71.8,4.905,549.9,43235.16093
31624,29.14,72.7,4.906,804.0,40671.60932
31625,29.26,72.4,4.907,732.0,39501.70921
31626,28.89,74.1,4.905,385.5,39182.06437
31627,28.7,75.3,4.906,399.5,39162.88568
31628,28.88,75.5,4.904,689.7,38983.88457
31629,29.06,75.3,4.905,696.6,39258.77913
31630,28.8,75.8,4.907,713.0,38971.09878
31631,28.65,76.2,4.903,639.2,38619.48946
31632,28.8,75.1,4.905,488.9,38312.63041
31633,28.68,75.7,4.905,477.9,38229.52275
31634,28.5,76.0,4.903,566.0,38095.27192
31635,28.7,74.8,4.903,539.4,38005.77137
31636,28.93,73.6,4.904,504.5,37750.05549
31637,28.85,71.6,4.906,483.0,37475.16093
31638,29.19,70.9,4.91,455.3,37232.23085
31639,29.28,68.12,4.907,418.3,37372.87458
31640,29.27,67.12,4.905,374.2,37641.37625
31641,29.13,66.92,4.905,227.2,40268.85683
31642,29.04,66.52,4.904,286.1,41240.57714
31643,29.09,68.09,4.905,333.4,41048.79023
31644,29.06,68.05,4.907,314.1,40818.64595
31645,29.26,65.38,4.903,259.6,40639.64484
31646,29.36,66.22,4.904,220.5,40850.61043
31647,29.24,66.25,4.903,191.9,41285.32741
31648,28.98,71.8,4.904,160.8,41617.75805
31649,28.42,75.8,4.902,129.5,42026.90344
31650,28.09,78.2,4.902,96.1,42615.04994
31651,27.69,80.2,4.902,60.57,44002.30855
31652,27.52,81.3,4.903,37.49,46866.3263
31653,27.39,82.3,4.902,23.58,49915.73807
31654,27.22,83.1,4.902,17.87,51085.63818
31655,27.11,83.7,4.903,11.26,51731.32075
31656,26.98,84.2,4.906,7.46,51916.71476
31657,26.87,84.6,4.904,2.372,51776.07103
31658,26.77,84.7,4.907,0.68,51341.35405
31659,26.77,84.7,4.91,0.172,51085.63818
31660,26.82,84.3,4.906,0.073,50682.88568
31661,26.87,83.7,4.908,0.073,50350.45505
31662,26.97,83.3,4.904,0.088,50056.3818
31663,26.96,83.2,4.905,0.102,50299.31188
31664,26.94,83.3,4.909,0.08,50030.81021
31665,26.91,83.6,4.907,0.091,49640.84351
31666,26.96,83.9,4.905,0.084,49167.76915
31667,26.96,84.4,4.909,0.077,48841.73141
31668,26.83,84.7,4.903,0.084,48323.90677
31669,26.79,84.9,4.906,0.08,47729.36737
31670,26.77,85.1,4.907,0.088,46949.43396
31671,26.77,85.2,4.907,0.077,46495.53829
31672,26.7,85.3,4.909,0.099,45715.60488
31673,26.67,85.4,4.91,0.11,44948.45727
31674,26.62,85.5,4.903,0.095,43957.55827
31675,26.52,85.8,4.908,0.095,43113.69589
31676,26.39,86.2,4.911,0.077,42308.1909
31677,26.28,86.8,4.91,0.077,41406.79245
31678,26.17,87.3,4.913,0.099,40499.00111
31679,26.13,87.5,4.912,0.095,39661.53163
31680,26.07,87.8,4.907,0.088,38536.3818
31681,26.0,87.9,4.906,0.066,37916.27081
31682,25.91,88.2,4.911,0.077,37219.44506
31683,25.91,88.5,4.911,0.069,36254.11765
31684,25.92,88.5,4.91,0.062,35621.22087
31685,25.81,88.6,4.913,0.095,34815.71587
31686,25.75,89.1,4.908,0.066,34432.14206
31687,25.75,89.0,4.908,0.062,34035.78246
31688,25.71,89.3,4.909,0.095,33505.17203
31689,25.74,89.3,4.911,0.069,32885.06104
31690,25.74,89.5,4.909,0.077,32341.66482
31691,25.71,89.4,4.911,0.095,31964.48391
31692,25.72,89.6,4.907,0.084,31376.3374
31693,25.72,89.5,4.909,0.095,31178.1576
31694,25.72,89.5,4.91,0.062,30922.44173
31695,25.74,89.4,4.909,0.091,30705.08324
31696,25.73,89.5,4.91,0.073,30506.90344
31697,25.72,89.5,4.91,0.08,30385.4384
31698,25.7,89.6,4.909,0.073,30084.97225
31699,25.63,89.6,4.909,0.073,29989.0788
31700,25.58,89.5,4.909,0.073,30014.65039
31701,25.49,89.5,4.911,0.099,30021.04329
31702,25.5,89.4,4.91,0.117,30033.82908
31703,25.48,89.2,4.909,0.088,30538.86792
31704,25.55,89.0,4.91,0.113,30673.11876
31705,25.65,88.7,4.911,0.077,30398.2242
31706,25.65,88.4,4.911,0.099,29854.82797
31707,25.6,88.2,4.91,0.084,29874.00666
31708,25.59,88.0,4.911,0.113,29458.46837
31709,25.63,87.8,4.908,0.069,28863.92897
31710,25.78,87.7,4.908,0.088,27732.38624
31711,26.0,87.7,4.907,0.058,26428.23529
31712,26.0,87.8,4.907,0.08,25686.65927
31713,25.94,87.8,4.91,0.077,24050.07769
31714,25.89,87.9,4.908,0.055,22905.74917
31715,25.87,87.8,4.91,0.077,22873.78468
31716,25.91,87.9,4.912,0.088,23046.3929
31717,25.94,87.9,4.908,0.088,22554.13984
31718,25.98,88.1,4.908,0.179,22650.0333
31719,26.02,88.1,4.91,0.41,23327.68036
31720,25.95,88.2,4.909,0.771,23570.61043
31721,25.91,88.3,4.909,2.336,27662.06437
31722,25.93,88.5,4.909,3.938,28576.24861
31723,25.95,88.6,4.909,7.11,28998.1798
31724,25.94,88.7,4.908,11.91,29337.00333
31725,25.96,88.8,4.911,17.37,29701.39845
31726,26.01,88.9,4.909,18.12,30366.25971
31727,25.99,88.9,4.91,22.76,30794.5838
31728,25.98,89.0,4.911,32.36,31478.62375
31729,25.98,89.0,4.91,33.87,32111.52053
31730,25.98,88.9,4.91,44.44,33000.13319
31731,25.97,88.8,4.908,53.16,33358.13541
31732,26.07,88.8,4.909,71.1,34042.17536
31733,26.13,88.4,4.91,82.2,34694.25083
31734,26.21,88.2,4.908,102.8,35634.00666
31735,26.25,87.8,4.906,116.5,36305.26082
31736,26.23,87.1,4.905,146.4,33875.96004
31737,26.4,86.5,4.905,197.9,31190.9434
31738,26.58,85.8,4.907,257.7,31184.5505
31739,26.71,84.1,4.907,266.7,32258.55716
31740,26.87,82.7,4.907,270.8,32993.74029
31741,27.17,82.0,4.91,412.4,34125.28302
31742,27.46,80.5,4.91,683.0,35122.57492
31743,27.86,78.9,4.903,349.6,36759.15649
31744,28.07,77.0,4.906,499.3,37609.41176
31745,28.32,75.2,4.909,446.3,38293.45172
31746,28.41,74.2,4.907,479.6,38792.09767
31747,28.83,74.0,4.907,699.0,39540.06659
31748,28.84,73.0,4.905,684.5,39993.96226
31749,28.97,72.0,4.906,731.0,40320.0
31750,29.07,71.8,4.909,752.0,40505.39401
31751,29.16,71.3,4.908,809.0,41400.39956
31752,29.43,70.3,4.905,837.0,41362.04218
31753,29.56,69.82,4.906,572.2,41521.86459
31754,29.65,68.56,4.904,655.5,41739.22309
31755,29.91,66.96,4.904,762.0,41962.97447
31756,30.19,65.56,4.906,848.0,41681.68701
31757,30.33,65.39,4.906,670.3,41886.25971
31758,30.39,65.42,4.906,806.0,42186.72586
31759,30.75,63.42,4.907,860.0,42110.0111
31760,30.75,63.59,4.906,672.9,42359.33407
31761,30.42,64.82,4.905,446.4,42193.11876
31762,30.22,65.26,4.904,472.2,42186.72586
31763,30.2,64.92,4.907,454.0,42058.86792
31764,30.3,65.22,4.904,746.0,41649.72253
31765,30.22,63.95,4.904,461.1,41438.75694
31766,30.61,63.25,4.905,752.0,41713.6515
31767,31.01,62.39,4.905,872.0,41649.72253
31768,30.94,62.49,4.905,891.0,41451.54273
31769,30.81,62.49,4.907,820.0,41413.18535
31770,30.53,61.32,4.906,797.0,41215.00555
31771,30.54,62.45,4.905,821.0,41016.82575
31772,30.64,62.95,4.907,544.1,40927.32519
31773,30.49,63.55,4.906,430.9,40818.64595
31774,30.15,64.59,4.905,433.2,40658.82353
31775,30.13,64.52,4.905,395.2,40831.43174
31776,30.15,63.12,4.904,484.8,40473.42952
31777,29.88,65.19,4.904,334.9,40281.64262
31778,29.88,65.12,4.904,396.6,40000.35516
31779,29.66,65.46,4.908,320.2,40032.31964
31780,29.61,65.12,4.904,342.5,39853.31853
31781,29.72,64.45,4.906,277.3,39540.06659
31782,30.04,63.39,4.908,487.0,39393.02997
31783,30.57,62.75,4.907,507.1,39361.06548
31784,30.92,61.32,4.904,431.5,39060.59933
31785,31.0,60.69,4.908,384.6,38868.81243
31786,31.02,60.62,4.904,355.6,38766.52608
31787,31.37,60.49,4.905,341.1,38964.70588
31788,31.18,61.19,4.908,170.4,39092.56382
31789,30.77,63.05,4.905,245.3,38900.77691
31790,30.6,63.55,4.905,261.1,38887.99112
31791,30.62,63.45,4.905,233.3,38772.91898
31792,30.45,64.49,4.905,189.1,38951.92009
31793,30.27,65.22,4.906,151.3,39495.31632
31794,30.22,65.09,4.903,121.0,40562.93008
31795,30.18,64.72,4.907,85.2,42135.58269
31796,30.02,65.29,4.904,49.28,45415.13873
31797,29.97,65.56,4.904,27.87,47953.11876
31798,29.91,65.59,4.904,30.74,48918.44617
31799,30.77,61.22,4.903,24.67,49621.66482
31800,31.27,51.32,4.908,11.25,49302.01998
31801,31.09,50.65,4.903,3.897,49570.52164
31802,30.63,50.65,4.907,1.583,49365.94895
31803,30.4,48.75,4.908,0.234,49129.41176
31804,30.27,47.32,4.907,0.095,48956.80355
31805,30.2,46.48,4.907,0.091,48528.47947
31806,29.91,48.82,4.903,0.099,48049.01221
31807,29.71,49.68,4.905,0.095,47614.29523
31808,29.61,50.48,4.906,0.121,47166.79245
31809,29.63,50.48,4.902,0.099,47051.72031
31810,29.5,50.92,4.904,0.08,46501.93119
31811,29.3,52.38,4.907,0.106,45984.10655
31812,29.08,53.32,4.904,0.121,45690.0333
31813,29.0,53.48,4.907,0.077,45242.53052
31814,28.89,53.58,4.906,0.091,44628.81243
31815,28.83,53.52,4.906,0.124,43995.91565
31816,28.79,53.38,4.907,0.11,43005.01665
31817,28.69,53.82,4.908,0.077,42404.08435
31818,28.58,54.18,4.9,0.088,41310.899
31819,28.43,54.38,4.902,0.084,40454.25083
31820,28.31,54.82,4.906,0.102,39795.78246
31821,28.37,53.88,4.905,0.11,38977.49168
31822,28.42,52.85,4.906,0.102,37973.80688
31823,28.28,53.98,4.907,0.106,37213.05216
31824,28.09,54.85,4.901,0.102,35972.83019
31825,28.02,55.62,4.903,0.106,35180.11099
31826,27.82,56.32,4.904,0.106,34649.50055
31827,27.68,56.85,4.904,0.066,33882.35294
31828,27.72,56.29,4.905,0.117,33338.95671
31829,27.68,55.85,4.905,0.106,32891.45394
31830,27.62,56.22,4.9,0.099,32232.98557
31831,27.52,56.39,4.902,0.095,31740.73252
31832,27.67,55.39,4.901,0.099,31548.94562
31833,27.71,54.75,4.904,0.121,31146.19312
31834,27.64,55.02,4.907,0.117,30743.44062
31835,27.48,56.15,4.903,0.121,30481.33185
31836,27.44,56.02,4.902,0.106,29880.39956
31837,27.35,56.55,4.902,0.121,29407.32519
31838,27.17,58.59,4.904,0.117,29215.53829
31839,26.74,59.89,4.901,0.128,29004.5727
31840,26.64,59.62,4.903,0.095,28697.71365
31841,26.56,59.32,4.903,0.102,28755.24972
31842,26.54,59.35,4.902,0.11,28512.31964
31843,26.54,59.32,4.903,0.091,28448.39068
31844,26.62,58.42,4.902,0.08,28499.53385
31845,26.62,57.85,4.901,0.113,28365.28302
31846,26.66,57.15,4.903,0.102,28378.06881
31847,26.62,57.12,4.903,0.08,28697.71365
31848,26.83,56.95,4.905,0.102,28800.0
31849,27.01,53.95,4.902,0.088,28467.56937
31850,27.02,53.92,4.902,0.113,28333.31853
31851,26.91,54.22,4.903,0.088,28505.92675
31852,26.89,54.25,4.903,0.08,28237.42508
31853,26.79,55.29,4.905,0.128,27521.42064
31854,26.76,55.59,4.903,0.113,26166.12653
31855,26.69,57.22,4.904,0.069,24772.47503
31856,26.44,59.42,4.902,0.077,24011.72031
31857,26.23,61.22,4.903,0.099,23455.53829
31858,26.09,62.92,4.9,0.095,23212.60821
31859,25.79,64.55,4.9,0.08,23103.92897
31860,25.54,65.02,4.904,0.08,23417.18091
31861,25.41,66.32,4.902,0.124,23327.68036
31862,25.3,66.56,4.902,0.417,23851.89789
31863,25.29,66.16,4.903,1.579,24344.15094
31864,25.49,65.06,4.902,5.107,24612.65261
31865,25.54,63.62,4.903,9.87,24817.22531
31866,25.52,63.59,4.903,17.18,25520.44395
31867,25.61,62.59,4.901,28.14,25999.91121
31868,25.6,62.92,4.903,29.37,27323.24084
31869,25.54,63.49,4.904,25.01,27553.38513
31870,25.5,63.55,4.902,41.7,27540.59933
31871,25.7,62.99,4.903,75.2,27962.53052
31872,25.76,62.65,4.904,92.3,28614.60599
31873,25.92,62.39,4.901,112.0,29324.21754
31874,26.35,61.12,4.901,147.8,29950.72142
31875,26.89,57.39,4.902,201.7,30813.76249
31876,27.19,56.52,4.902,185.3,31651.23196
31877,27.24,56.92,4.903,164.6,31964.48391
31878,27.11,57.89,4.903,164.7,32846.70366
31879,27.03,59.42,4.903,187.2,33498.77913
31880,27.03,60.39,4.901,209.8,33895.13873
31881,27.02,60.32,4.902,195.3,31958.09101
31882,27.14,60.25,4.902,182.6,30647.54717
31883,27.18,60.09,4.904,168.2,31990.05549
31884,27.38,59.05,4.902,177.0,34457.71365
31885,27.6,57.95,4.903,212.8,35992.00888
31886,27.77,57.39,4.903,234.9,38152.80799
31887,27.92,55.19,4.902,255.0,39092.56382
31888,27.99,55.59,4.903,315.4,39923.6404
31889,28.13,55.85,4.902,395.5,40364.75028
31890,28.43,54.88,4.903,385.1,41163.86238
31891,28.62,53.98,4.904,606.9,41483.50721
31892,29.04,53.45,4.903,636.1,41585.79356
31893,29.3,52.55,4.9,576.6,41790.36626
31894,29.67,50.65,4.901,537.3,41783.97336
31895,29.95,49.55,4.906,722.0,41943.79578
31896,30.29,49.02,4.904,827.0,41994.93896
31897,31.02,47.15,4.905,819.0,42173.94007
31898,31.8,44.25,4.904,813.0,42327.36959
31899,32.63,41.51,4.902,825.0,42212.29745
31900,33.25,31.88,4.906,824.0,41796.75916
31901,33.45,32.34,4.907,833.0,41924.61709
31902,33.68,32.21,4.905,839.0,42058.86792
31903,34.37,30.88,4.903,858.0,42308.1909
31904,34.58,30.54,4.905,896.0,42320.97669
31905,34.94,29.84,4.903,705.0,42180.33296
31906,35.19,29.08,4.907,679.8,42257.04772
31907,35.44,28.61,4.908,766.0,41899.0455
31908,35.54,28.94,4.908,846.0,41924.61709
31909,35.89,28.01,4.908,747.0,41720.0444
31910,35.81,26.81,4.907,729.0,41892.65261
31911,34.89,37.45,4.907,708.0,41662.50832
31912,33.32,39.05,4.909,845.0,41509.0788
31913,33.08,39.91,4.907,812.0,41310.899
31914,33.11,40.68,4.906,622.4,41106.3263
31915,32.78,40.88,4.905,572.8,41144.68368
31916,32.45,41.38,4.906,464.1,40818.64595
31917,32.55,41.38,4.904,623.7,40569.32297
31918,32.62,40.31,4.904,675.5,40620.46615
31919,32.54,40.65,4.909,572.5,40236.89234
31920,32.34,41.38,4.908,429.9,39974.78357
31921,31.99,41.95,4.905,420.1,39904.46171
31922,32.06,41.18,4.905,444.7,39559.24528
31923,32.56,40.58,4.909,380.1,39233.20755
31924,32.61,39.55,4.907,618.6,38983.88457
31925,32.98,38.55,4.906,547.1,38555.56049
31926,33.04,36.88,4.908,423.8,38549.16759
31927,33.7,36.05,4.908,374.4,38184.77248
31928,34.98,30.51,4.905,399.3,38229.52275
31929,35.28,22.94,4.905,335.0,38427.70255
31930,34.91,25.01,4.904,386.0,38638.66815
31931,34.56,25.81,4.904,394.3,38568.34628
31932,34.22,25.88,4.906,246.5,38446.88124
31933,33.92,25.38,4.905,287.6,38574.73918
31934,33.65,25.61,4.904,161.8,38683.41842
31935,33.29,26.18,4.905,119.1,38894.38402
31936,33.16,26.01,4.904,124.2,39527.2808
31937,33.01,26.18,4.904,90.1,40185.74917
31938,32.87,26.44,4.906,78.6,41036.00444
31939,32.76,27.31,4.907,70.7,43139.26748
31940,32.53,27.61,4.904,50.11,46642.57492
31941,32.29,27.94,4.902,25.38,49199.73363
31942,32.21,27.81,4.905,15.29,50420.77691
31943,31.98,27.44,4.906,10.88,51008.92342
31944,31.54,27.84,4.905,5.735,51143.17425
31945,31.25,29.18,4.905,1.447,50970.56604
31946,30.99,30.28,4.905,0.49,50804.35072
31947,30.69,29.98,4.907,0.113,50260.9545
31948,30.48,29.94,4.907,0.062,50401.59822
31949,30.26,29.31,4.91,0.077,50005.23862
31950,29.99,29.74,4.903,0.124,49429.87791
31951,29.81,29.74,4.906,0.066,49404.30633
31952,29.71,30.24,4.909,0.099,49027.12542
31953,29.49,30.54,4.905,0.073,48918.44617
31954,29.39,30.54,4.906,0.077,48637.15871
31955,29.41,30.54,4.908,0.077,47799.68923
31956,29.41,30.64,4.904,0.077,47390.54384
31957,29.08,31.28,4.908,0.077,46655.36071
31958,28.9,31.34,4.91,0.084,45996.89234
31959,28.75,31.11,4.908,0.08,44980.42175
31960,28.72,30.41,4.909,0.08,44072.63041
31961,28.71,30.44,4.912,0.08,43369.41176
31962,28.66,30.51,4.904,0.066,42442.44173
31963,28.74,30.44,4.904,0.077,42014.11765
31964,28.83,30.58,4.907,0.073,41208.61265
31965,28.78,30.74,4.908,0.077,40428.67925
31966,28.66,31.48,4.909,0.062,39674.31743
31967,28.65,31.51,4.91,0.08,38715.38291
31968,28.68,31.24,4.905,0.088,37890.69922
31969,28.6,31.81,4.908,0.084,37040.44395
31970,28.34,32.34,4.908,0.091,36177.40289
31971,28.13,33.28,4.907,0.113,35640.39956
31972,27.86,33.71,4.909,0.095,34726.21532
31973,27.77,33.88,4.907,0.088,34138.06881
31974,27.88,33.88,4.903,0.062,33351.74251
31975,27.96,33.64,4.907,0.102,32801.95339
31976,27.89,34.61,4.908,0.08,32559.02331
31977,27.65,35.25,4.908,0.121,32303.30744
31978,27.85,34.84,4.907,0.102,31990.05549
31979,27.95,35.05,4.905,0.073,31446.65927
31980,27.94,35.95,4.905,0.069,31095.04994
31981,27.22,37.48,4.905,0.091,31011.94229
31982,27.06,37.51,4.904,0.099,30379.0455
31983,27.23,36.78,4.907,0.088,30180.8657
31984,26.98,36.68,4.907,0.08,30097.75805
31985,26.84,36.85,4.904,0.077,29803.68479
31986,27.22,36.05,4.905,0.077,29739.75583
31987,27.38,34.68,4.907,0.062,29726.97003
31988,27.13,35.05,4.906,0.088,29573.54051
31989,26.8,37.35,4.903,0.099,29656.64817
31990,26.42,38.35,4.906,0.099,29957.11432
31991,26.22,38.85,4.903,0.113,30155.29412
31992,26.07,39.35,4.908,0.062,30417.40289
31993,25.93,40.15,4.906,0.084,30468.54606
31994,26.02,39.58,4.905,0.102,30295.93785
31995,25.76,41.95,4.905,0.099,29905.97114
31996,25.54,42.65,4.91,0.095,29765.32741
31997,25.58,42.11,4.904,0.073,29234.71698
31998,25.61,41.08,4.906,0.102,27873.02997
31999,25.5,42.21,4.908,0.088,26434.62819
32000,25.29,43.95,4.906,0.088,25782.55272
32001,25.09,46.05,4.906,0.073,25392.58602
32002,24.88,49.48,4.903,0.069,25079.33407
32003,24.65,49.65,4.902,0.102,24868.36848
32004,24.68,50.38,4.905,0.069,24951.47614
32005,24.48,52.55,4.903,0.128,25283.90677
